Date,GenusCoral,MorphoCoral,mDcoral,Depth,NumComp,GenusComp,MorphoComp,mDcomp,InvolvedPerim,HdiffComp-Coral,netOvergrowth,netOverreach
2013-04-18,Pocillopora,Br,9.8,4.2,1,Montipora,En,17.5,10.5,-5.7,0,0.5
2013-04-18,Pocillopora,Br,9.8,4.2,2,Montipora,En,3.8,1.8,-5.5,0,0.7
2013-04-18,Acropora,Br,18.33333333,4.3,1,Pocillopora,Br,17.23333333,10,-1,0,-1.6
2013-04-18,Acropora,Br,14.93333333,3.8,1,Favia,Ma,10.23333333,9,-7.7,0.9,-0.8
2013-04-18,Acropora,Br,14.93333333,3.8,2,Montipora,En,8,2.5,-5.5,-1.8,-0.5
2013-04-18,Favia,Ma,6.666666667,3.8,1,Montipora,En,8,4.3,4.3,-2.2,-0.6
2013-04-18,Favia,Ma,6.666666667,3.8,2,Polycarpa,Ma,6.466666667,4.3,-1.3,-1,0
2013-04-18,Montipora,En,35.66666667,4.2,1,Galaxea,Ma,10.5,26,-10.7,0,-2.4
2013-04-18,Montipora,En,35.66666667,4.2,2,Pocillopora,Br,17.26666667,34,4.7,0,-0.5
2013-04-18,Montipora,En,18.56666667,4.1,1,Montastrea,Ma,7.366666667,13.5,0,0,-2
2013-04-18,Montipora,En,18.56666667,4.1,2,Montipora,En,21.9,5.5,-4,1,0.8
2013-04-18,Montipora,En,18.56666667,4.1,3,Pocillopora,Br,2.666666667,1.7,-0.2,0,-0.5
2013-04-18,Pocillopora,Br,25.83333333,3.6,1,Acropora,Tab,35.13333333,10.5,-1.6,0,1.9
2013-04-18,Pocillopora,Br,25.83333333,3.6,2,Montipora,En,38.7,37,-1.6,-2.2,0.1
2013-04-18,Acropora,Br,10.83333333,3.7,1,Montipora,En,38.6,10.2,3.3,0,1.4
2013-04-18,Acropora,Br,10.83333333,3.7,2,Pocillopora,Br,6.033333333,3,-10.4,0,-0.5
2013-04-18,Pocillopora,Br,8.266666667,3.7,1,Acropora,Br,23.6,2.7,9.7,0,0.6
2013-04-18,Acropora,Br,37.03333333,3.2,1,Montipora,En,28.96666667,6.8,-0.5,1.2,0.2
2013-04-18,Acropora,Br,37.03333333,3.2,2,Pocillopora,Br,2.566666667,3.4,-7.3,0,-0.1
2013-04-18,Acropora,Br,37.03333333,3.2,3,Montipora,En,11.5,9,-6.7,0.6,0.5
2013-04-18,Acropora,Br,37.03333333,3.2,4,Montipora,En,6.433333333,12.4,-8.2,-1.5,-0.5
2013-04-18,Acropora,Br,2.8,3.3,1,Acropora,Br,1.466666667,1.3,-1.4,0.3,0
2013-04-18,Acropora,Br,5.766666667,3.1,1,Porites,Br,7.166666667,3.6,0,0.9,0.5
2013-02-28,Acropora,Br,12.5,1.4,1,Porites,Ma,12.66666667,6,-6,2.6,0.7
2013-02-28,Acropora,Br,12.5,1.4,2,Porites,Ma,12,2,-7,1.2,0.3
2013-02-28,Acropora,Br,9.2,1.4,1,Porites,Br,22.66666667,1,12,-0.7,0
2013-02-28,Acropora,Br,10.33333333,1.4,1,Porites,Ma,6,3.5,-4,1.7,0.2
2013-02-28,Acropora,Br,10.33333333,1.4,2,Porites,Br,7,1,0,0,-0.3
2013-02-28,Acropora,Br,15.53333333,1.5,1,Porites,Ma,8.333333333,14,-1,1.2,0.7
2013-02-28,Acropora,Br,15.53333333,1.5,2,Montipora,Br,5.5,5.5,-7,0.7,1.6
2013-02-28,Porites,Ma,47.9,1.5,1,Cladiella,S.Br,7.5,10,-2,-3.3,-0.8
2013-02-28,Porites,Ma,47.9,1.5,2,Acropora,Br,13,3,0.5,-0.8,0.3
2013-02-28,Porites,Ma,47.9,1.5,3,Cladiella,S.Br,4.666666667,6,-1,-2.7,-0.7
2013-02-28,Porites,Ma,43.2,1.7,1,Montipora,En,21.66666667,42,-4,-14.8,-0.8
2013-02-28,Porites,Br,7.366666667,1.4,1,Porites,Ma,5,3,3,0.4,0.5
2013-02-28,Porites,Br,7.366666667,1.4,2,Porites,Ma,10.83333333,4.5,3,1.1,0.4
2013-02-28,Acropora,Br,23.16666667,2,1,Porites,Ma,71.66666667,26,0,3.7,1.3
2013-02-28,Porites,Br,16.2,1.4,1,Acropora,Br,10,1.5,-10,0.3,-0.6
2013-02-28,Porites,Br,16.2,1.4,2,Acropora,Br,5.666666667,2,5,-0.5,-0.4
2013-02-28,Porites,Br,16.2,1.4,3,Acropora,Br,3,4,-5.5,0.2,-0.3
2013-02-28,Porites,Br,16.2,1.4,4,Porites,Ma,13.33333333,20,3,1.4,0.5
2013-02-28,Porites,Br,16.2,1.4,5,Montipora,Br,6,7,-1,-1,-0.3
2013-02-28,Psammocora,Br,14.53333333,1.7,1,Porites,Ma,51.66666667,56,7,6,0.9
2013-02-28,Porites,Br,23.1,1.5,1,Montipora,Br,9.166666667,9.5,-2.5,-0.4,-0.2
2013-02-28,Porites,Br,23.1,1.5,2,Porites,Ma,40,9,-5,0.5,0.3
2013-02-28,Porites,Br,23.1,1.5,3,Porites,Ma,4.5,6,-2,0.9,0.5
2013-02-28,Porites,Br,23.1,1.5,4,Pocillopora,S.Br,7.5,7,-4,0,-0.6
2013-02-28,Porites,Br,23.1,1.5,5,Montipora,Br,6.5,4.5,-2,0,-0.3
2013-02-28,Montipora,En,12.03333333,1.3,1,Porites,Ma,17.83333333,4.5,3,2.4,0.6
2013-02-28,Montipora,Br,15.86666667,1.4,1,Porites,Ma,15,11,12,2.1,0.4
2013-02-28,Montipora,Br,15.86666667,1.4,2,Pocillopora,S.Br,10.5,2.5,14,0,-0.5
2013-02-28,Montipora,En,38.53333333,1.5,1,Echinopora,Fol,20,13,0,-1.3,-1.2
2013-02-28,Montipora,En,38.53333333,1.5,2,Montipora,En,18,9.5,0,-1.9,-1.2
2013-02-28,Montipora,En,38.53333333,1.5,3,Acropora,Br,20.33333333,9,6,1,0.4
2013-02-28,Montipora,En,38.53333333,1.5,4,Acropora,Br,11.16666667,33,4.5,0,0.6
2013-02-28,Montipora,En,38.53333333,1.5,5,Acropora,Br,12.66666667,15,4.5,0.5,0.8
2013-02-28,Acropora,Br,23.1,1.5,1,Montipora,Br,14.66666667,23,-12,0.8,0.5
2013-02-28,Acropora,Br,23.1,1.5,2,Porites,Ma,11.66666667,10,-14,0.7,0.5
2013-02-28,Acropora,Br,23.1,1.5,3,Pocillopora,S.Br,8.333333333,15,-10,0,-0.6
2013-02-28,Acropora,Br,23.1,1.5,4,Acropora,Br,20,1,0,0.2,0
2013-02-28,Porites,Ma,18.86666667,1.4,1,Porites,Br,14.16666667,15.5,1.5,-1.1,0
2013-02-28,Porites,Ma,18.86666667,1.4,2,Porites,Br,8.333333333,7,-4.5,0,0.2
2013-02-28,Montipora,En,21.53333333,1.5,1,Porites,Ma,2.933333333,10,-8,2.3,0.3
2013-02-28,Montipora,En,21.53333333,1.5,2,Porites,Ma,7.333333333,4.5,-5,0.5,0.4
2013-02-28,Montipora,En,21.53333333,1.5,3,Porites,Ma,11,18,6,2.5,0.6
2013-02-28,Montipora,En,21.53333333,1.5,4,Acropora,Br,15,11,10,5.5,0.7
2013-02-28,Psammocora,Br,9.1,1.4,1,Acropora,Br,4.5,6,0.5,1,0.2
2013-02-28,Psammocora,Br,9.1,1.4,2,Porites,Ma,31,6,6,2.6,0.2
2013-02-28,Montipora,En,12.93333333,1.4,1,Acropora,Br,5.5,12,4.5,3.4,0.6
2013-02-28,Montipora,En,23.7,1.4,1,Acropora,Br,5.5,2,-15,0,-0.3
2013-02-28,Montipora,En,23.7,1.4,2,Psammocora,Fol,11.83333333,20,0,-0.2,-0.3
2013-02-28,Montipora,En,23.7,1.4,3,Psammocora,Fol,5.5,4.5,0.5,0,0.5
2013-02-28,Montipora,En,23.7,1.4,4,Porites,Ma,4.333333333,2.5,0,0.3,0.4
2013-02-28,Montipora,En,23.7,1.4,5,Porites,Ma,6,10,-1,0.5,0.3
2013-02-28,Acropora,Br,7.133333333,1.3,1,Psammocora,Fol,9.333333333,3,1.5,0,0.4
2013-02-28,Porites,Ma,71,1.8,1,Acropora,Br,80,200,21,-15,-0.4
2013-02-28,Porites,Ma,39.86666667,2.5,1,Acropora,Br,28,13,21,-3.8,-0.5
2013-02-28,Montipora,En,9.533333333,1.5,1,Millepora,Br,13.33333333,10,0,0.2,0
2013-02-28,Montipora,En,9.533333333,1.5,2,Porites,Ma,36,32,14,1.1,0.4
2013-02-28,Acropora,Br,7.4,1.3,1,Porites,Ma,4.5,6,-4.5,2.1,0.4
2013-02-28,Acropora,Br,7.4,1.3,2,Porites,Ma,3.833333333,4,-1.5,1,0
2013-02-28,Acropora,Br,4.3,1.3,1,Porites,Ma,13.16666667,5,2.5,1,0.1
2013-02-28,Acropora,Br,4.3,1.3,2,Montipora,Br,2.666666667,3,-1.5,0,0.6
2013-02-28,Montipora,En,50.46666667,1.6,1,Porites,Ma,13,33,-1.7,9.5,0.6
2013-02-28,Montipora,En,50.46666667,1.6,2,Hydnophora,Br,26.33333333,0.5,-12,0,0.2
2013-02-28,Montipora,En,50.46666667,1.6,3,Porites,Ma,25.83333333,50,0,5.5,0.2
2013-02-28,Montipora,En,50.46666667,1.6,4,Acropora,Br,4,11,-8,-0.5,-0.4
2013-02-28,Montipora,En,50.46666667,1.6,5,Montipora,En,4.666666667,13,-20,-0.3,-0.2
2013-02-28,Montipora,En,50.46666667,1.6,6,Acropora,Br,14.66666667,32,4,3,0.5
2013-02-28,Montipora,En,50.46666667,1.6,7,Pocillopora,S.Br,12.33333333,21,-9,0.3,0.4
2013-02-28,Acropora,Br,18.96666667,1.4,1,Merulina,En,16.83333333,30,0,2.6,0.6
2013-02-28,Acropora,Br,23.6,1.4,1,Acropora,Br,22,0.5,-5,0.2,0.2
2013-02-28,Porites,Ma,18.96666667,1.6,1,Porites,Ma,32.16666667,16,-11,2.2,0.4
2013-02-28,Montipora,Br,14.83333333,1.8,1,Acropora,Br,11.83333333,11,4,0.3,-0.1
2013-02-28,Montipora,En,15.56666667,1.2,1,Porites,Ma,9.333333333,15,1,3.5,0.6
2013-02-28,Montipora,En,15.56666667,1.2,2,Montipora,Br,2.5,5.5,-1.5,0.9,0.5
2013-02-28,Montipora,En,15.56666667,1.2,3,Porites,Ma,1,4.5,0,1,0.4
2013-02-28,Montipora,En,15.56666667,1.2,4,Montipora,Br,2.333333333,1.5,0.5,0.2,0.4
2013-02-28,Montipora,En,15.56666667,1.2,5,Acropora,Br,14.33333333,3.5,5,1.5,0.5
2013-02-28,Porites,Ma,12.13333333,1.1,1,Montipora,Br,40.66666667,22,10,0,0.8
2013-02-28,Acropora,Br,24.3,1.2,1,Porites,Ma,20.66666667,62,9,1.5,0.4
2013-02-28,Montipora,En,12.83333333,1.2,1,Montipora,En,26.66666667,28,6,2.1,0.4
2013-02-28,Acropora,Br,5.633333333,1.2,1,Acropora,Br,2,2,-1,-0.2,-0.1
2013-02-28,Acropora,Br,5.633333333,1.2,2,Porites,Ma,5,5,1.5,1.1,0.2
2013-02-28,Porites,Ma,6.133333333,1.2,1,Porites,Ma,12.33333333,0.5,4,0.6,0
2013-02-28,Porites,Ma,9.366666667,1,1,Porites,Ma,5,6,5,0.4,0
2013-02-28,Montipora,En,15.86666667,1,1,Montipora,En,1.533333333,3.5,-2,0.2,0.3
2013-02-28,Montipora,En,15.86666667,1,2,Acropora,Br,14,15,6,2.1,0.5
2013-02-28,Montipora,En,15.86666667,1,3,Pocillopora,S.Br,11,14,-4,0.5,-0.1
2013-03-05,Millepora,Br,52.8,1.9,1,Porites,Ma,42,44,18,12.2,0
2013-03-05,Millepora,Br,52.8,1.9,2,Acropora,Br,32.33333333,49,5,-0.1,-0.1
2013-03-05,Millepora,Br,52.8,1.9,3,Porites,Ma,25.33333333,14,-5,7.4,0
2013-03-05,Millepora,Br,52.8,1.9,4,Acropora,Br,5.333333333,8,-34,0.2,-0.1
2013-03-05,Millepora,Br,52.8,1.9,5,Acropora,Br,8.666666667,4,-44,0.3,0
2013-03-05,Millepora,Br,4.733333333,1.9,1,Acropora,Br,32.33333333,9,22,0.2,0
2013-03-05,Millepora,Br,4.733333333,1.9,2,Porites,Ma,25.33333333,3,5,0.7,0
2013-03-05,Porites,Ma,184.3333333,2.5,1,Acropora,Br,15.66666667,44,-50,-5.6,0
2013-03-05,Porites,Ma,184.3333333,2.5,2,Acropora,Br,15,10,-60,-1.5,-0.3
2013-03-05,Porites,Ma,184.3333333,2.5,3,Acropora,Br,18.33333333,25,-80,-3,-0.5
2013-03-05,Porites,Ma,184.3333333,2.5,4,Montipora,Br,2.5,4,-75,-0.7,0
2013-03-05,Porites,Ma,184.3333333,2.5,5,Acropora,Br,1.666666667,6,-75,0,0
2013-03-05,Porites,Ma,184.3333333,2.5,6,Acropora,Br,6.333333333,9,-80,-0.7,-0.4
2013-03-05,Porites,Ma,184.3333333,2.5,7,Montipora,Br,3.5,11,-100,-0.5,-0.3
2013-03-05,Porites,Ma,184.3333333,2.5,8,Acropora,Br,6.333333333,21,-100,-0.8,-0.5
2013-03-05,Porites,Ma,184.3333333,2.5,9,Acropora,Br,3,6,-110,-0.6,-0.3
2013-03-05,Porites,Ma,184.3333333,2.5,10,Acropora,Br,2.833333333,9,-110,-0.5,-0.2
2013-03-05,Porites,Ma,184.3333333,2.5,11,Acropora,Br,5.833333333,15.5,-40,-0.8,-0.9
2013-03-05,Porites,Ma,184.3333333,2.5,12,Acropora,Br,2.666666667,10,-40,0,-1
2013-03-05,Acropora,Br,23.5,1,1,Pocillopora,S.Br,5,7,1,0,0.9
2013-03-05,Acropora,Br,23.5,1,2,Porites,Ma,16.5,10,6,0.7,0.8
2013-03-05,Acropora,Br,16.9,1,1,Porites,Ma,146.6666667,4,-10,1.6,0.9
2013-03-05,Acropora,Br,16.9,1,2,Porites,Br,9.333333333,11,-6,1,0.5
2013-03-05,Pocillopora,S.Br,8.566666667,1,1,Acropora,Br,10,11,6,0,0.7
2013-03-05,Pocillopora,S.Br,8.566666667,1,2,Acropora,Br,3.333333333,2,-0.5,0,0.5
2013-03-05,Pocillopora,S.Br,8.566666667,1,3,Porites,Br,3.166666667,2.5,-7,0,0.2
2013-03-05,Montipora,En,5.833333333,1,1,Porites,Ma,1,2,0,0.5,0.3
2013-03-05,Montipora,En,5.833333333,1,2,Porites,Ma,4.5,3.5,4,0.5,0.3
2013-03-05,Montipora,En,5.833333333,1,3,Porites,Ma,9.5,8,1,1.4,0.5
2013-03-05,Montipora,En,22.46666667,1,1,Montipora,Br,2.333333333,3.5,-10,0.5,0.3
2013-03-05,Montipora,En,22.46666667,1,2,Porites,Ma,6.333333333,5,2,1,0.7
2013-03-05,Montipora,En,22.46666667,1,3,Porites,Ma,3.166666667,5.5,1,1,0.6
2013-03-05,Montipora,En,22.46666667,1,4,Porites,Ma,4.333333333,4,6,0.9,0.7
2013-03-05,Montipora,En,22.46666667,1,5,Montipora,Br,4.333333333,0.5,0,0.4,0.5
2013-03-05,Montipora,En,22.46666667,1,6,Porites,Ma,11.66666667,5,0,1.3,0.9
2013-03-05,Montipora,En,22.46666667,1,7,Porites,Ma,2.333333333,2,-2,0.6,0.6
2013-03-05,Montipora,En,22.46666667,1,8,Porites,Ma,3.5,4.5,-10,1,0.7
2013-03-05,Montipora,En,22.46666667,1,9,Porites,Ma,15,28,-10,1.6,0.7
2013-03-05,Montipora,En,9.2,1.4,1,Porites,Ma,35.33333333,15,0,2.7,0.3
2013-03-05,Acropora,Br,29.73333333,1.4,1,Porites,Ma,8.333333333,8,-13,0,1
2013-03-05,Acropora,Br,29.73333333,1.4,2,Porites,Ma,12,18,0,3.9,1
2013-03-05,Acropora,Br,29.73333333,1.4,3,Porites,Ma,47,24,0,0.7,0.8
2013-03-05,Montipora,En,15.3,1.1,1,Porites,Ma,13,5,1,1.8,0.4
2013-03-05,Montipora,En,15.3,1.1,2,Porites,Ma,11.33333333,21,1.5,2.2,3.5
2013-03-05,Montipora,En,15.3,1.1,3,Acropora,Br,4.166666667,6,-5,1.4,0.6
2013-03-05,Acropora,Br,23.5,1.1,1,Montipora,En,36,13,2,1.2,0.5
2013-03-05,Montipora,En,24.53333333,1.3,1,Montipora,En,8.833333333,9,-3,2.8,0
2013-03-05,Montipora,En,24.53333333,1.3,2,Porites,Ma,15,15,-5,1.9,0
2013-03-05,Montipora,En,24.53333333,1.3,3,Montipora,En,9.5,7,8,0,0
2013-03-05,Lobophyllia,Ma,21.7,1.2,1,Porites,Ma,28.66666667,44,2,0,2.1
2013-03-05,Lobophyllia,Ma,21.7,1.2,2,Montipora,En,7.333333333,8,-10,0,2.3
2013-03-05,Porites,Ma,12.1,1.2,1,Acropora,Br,24.66666667,7,6,1.7,0.2
2013-03-05,Porites,Ma,12.1,1.2,2,Montipora,En,11.66666667,8,-4,-4,-0.5
2013-03-05,Porites,Ma,12.1,1.2,3,Porites,Ma,8.5,4,1,0,0.2
2013-03-05,Acropora,Br,29.66666667,1.6,1,Porites,Ma,18.66666667,15,-9,0,1.6
2013-03-05,Acropora,Br,12.7,1,1,Porites,Ma,47,7,-20,0.6,0.5
2013-03-05,Porites,Ma,44.4,2.3,1,Acropora,Br,18.83333333,15.5,-3,-3.3,-1.3
2013-03-05,Porites,Ma,44.4,2.3,2,Acropora,Br,35.33333333,16,20,-2.3,-0.6
2013-03-05,Acropora,Br,16.9,1.8,1,Porites,Ma,21.33333333,11,-3,0.8,0
2013-03-05,Porites,Ma,26.26666667,2,1,Acropora,Br,9,4,-22,-0.5,-0.3
2013-03-05,Porites,Ma,26.26666667,2,2,Acropora,Br,31,14,0,-1.3,-0.2
2013-03-05,Porites,Ma,26.26666667,2,3,Acropora,Br,15.33333333,15,0,-0.7,-0.8
2013-03-05,Porites,Ma,26.26666667,2,4,Acropora,Br,23.33333333,8,2,-1.3,-0.4
2013-03-05,Montipora,En,36.13333333,1.9,1,Porites,Ma,12.16666667,18,11,3,-0.5
2013-03-05,Montipora,En,36.13333333,1.9,2,Porites,Ma,18.33333333,21,-3,12.1,-0.5
2013-03-05,Montipora,En,36.13333333,1.9,3,Acropora,Br,21.66666667,4,-20,-1.3,-0.5
2013-03-05,Montipora,En,36.13333333,1.9,4,Porites,Ma,3,7,-25,1,0
2013-03-05,Acropora,Br,12.03333333,2.4,1,Porites,Ma,7.666666667,0.5,-3,0.5,0.3
2013-03-05,Porites,Ma,23.36666667,1.9,1,Montipora,En,26,80,-3,-12,-0.5
2013-03-05,Porites,Ma,23.36666667,1.9,2,Acropora,Br,11,10,-18,-1.7,-0.3
2013-03-05,Pocillopora,S.Br,9.1,1.7,1,Acropora,Br,9.166666667,3.5,13,0,0.7
2013-03-05,Pocillopora,S.Br,9.1,1.7,2,Porites,Ma,16.16666667,11,-4,2.1,0.7
2013-03-05,Porites,Ma,111.9,1.7,1,Acropora,Br,13.33333333,16,-20,-3.6,-0.2
2013-03-05,Porites,Ma,111.9,1.7,2,Acropora,Br,8.333333333,17,-20,-3.1,-0.5
2013-03-05,Porites,Ma,111.9,1.7,3,Acropora,Br,14,24,-8,-3.7,-1.2
2013-03-05,Porites,Ma,111.9,1.7,4,Acropora,Br,12.83333333,15,-8,-2.5,-1.3
2013-03-05,Porites,Ma,111.9,1.7,5,Acropora,Br,16.5,14,0,-2.5,-0.8
2013-03-05,Porites,Ma,111.9,1.7,6,Acropora,Br,20,16,0,-2.5,-0.6
2013-03-05,Porites,Ma,111.9,1.7,7,Acropora,Br,5.166666667,15,0,-1.4,-0.3
2013-03-05,Porites,Ma,111.9,1.7,8,Acropora,Br,5.333333333,3,-1,-0.8,-0.5
2013-03-05,Porites,Ma,111.9,1.7,9,Acropora,Br,16,18,5,-2.3,-0.3
2013-03-05,Porites,Ma,111.9,1.7,10,Acropora,Br,12.33333333,12,5,-1.4,-0.4
2013-03-05,Porites,Ma,111.9,1.7,11,Acropora,Br,3.333333333,3,-5,0,-0.3
2013-03-05,Porites,Ma,111.9,1.7,12,Porites,Br,2.666666667,4,-2,-1,-0.4
2013-03-05,Porites,Ma,111.9,1.7,13,Porites,Ma,67.66666667,43,0,0.4,0
2013-03-05,Porites,Ma,111.9,1.7,14,Acropora,Br,8.666666667,12,-65,-0.8,0
2013-03-05,Montipora,Br,16.4,1.7,1,Acropora,Br,25,5,8,-0.3,-0.4
2013-03-05,Montipora,Br,16.4,1.7,2,Neopetrosia,En,38,6,14,0.9,0
2013-03-05,Montipora,En,29.76666667,1.2,1,Porites,Br,12,6,2,1.4,5.5
2013-03-05,Montipora,En,29.76666667,1.2,2,Acropora,Br,19.66666667,21,10,1.4,0.5
2013-03-05,Montipora,En,29.76666667,1.2,3,Montipora,Br,5,4,0,1,0.8
2013-03-05,Montipora,En,29.76666667,1.2,4,Montipora,Br,10,12,-2,1.5,0.4
2013-03-05,Montipora,En,29.76666667,1.2,5,Acropora,Br,2,4,-4,0.8,0.5
2013-03-05,Montipora,En,14.43333333,1.2,1,Porites,Ma,10.33333333,20,5,6,0.4
2013-03-05,Montipora,En,14.43333333,1.2,2,Acropora,Br,9.333333333,13,-2,1.2,0.4
2013-03-05,Montipora,En,14.43333333,1.2,3,Porites,Ma,1.666666667,2.5,1.5,0.7,0.6
2013-04-03,Porites,Ma,18.1,2.2,1,Millepora,Br,4.466666667,1.2,-5,-0.6,0.2
2013-04-03,Porites,Ma,18.1,2.2,2,Millepora,Br,4.4,1.4,-1.5,0.3,0.3
2013-04-03,Acropora,Br,33.83333333,1.7,1,Porites,Ma,13.06666667,4.9,-8.7,1.4,0.7
2013-04-03,Porites,Ma,53.13333333,2.1,1,Acropora,Br,8.433333333,2.2,3.1,-1.3,-0.5
2013-04-03,Porites,Ma,53.13333333,2.1,2,Montipora,En,11.43333333,8.3,-5.3,-3.8,-0.3
2013-04-03,Porites,Ma,53.13333333,2.1,3,Montipora,En,10.63333333,9.2,0,-3.2,-0.4
2013-04-03,Porites,Ma,53.13333333,2.1,4,Acropora,Br,5.9,4.5,0,-0.4,-0.3
2013-04-03,Porites,Ma,53.13333333,2.1,5,Acropora,Br,6.066666667,0.6,-1.8,-0.4,-0.2
2013-04-03,Porites,Ma,53.13333333,2.1,6,Montipora,Br,3.066666667,1.6,-4.7,-0.5,-0.4
2013-04-03,Porites,Ma,53.13333333,2.1,7,Porites,Br,2.666666667,3.4,-6,-0.9,-0.3
2013-04-03,Porites,Ma,53.13333333,2.1,8,Acropora,Br,4.333333333,0.4,-3.7,-0.4,-0.1
2013-04-03,Porites,Ma,53.13333333,2.1,9,Acropora,Br,4.4,0.8,-10.7,-0.8,-0.4
2013-04-03,Porites,Ma,53.13333333,2.1,10,Lobophora,En,9.033333333,24,-11.3,-3.4,0
2013-04-03,Porites,Ma,53.13333333,2.1,1,Lobophora,En,12.43333333,34,-2.8,-7.2,0
2013-04-03,Echinopora,Fol,24.76666667,2.6,1,Acropora,Br,3.433333333,2,-21.3,0.6,0.9
2013-04-03,Echinopora,Fol,24.76666667,2.6,2,Acropora,Br,9.666666667,1.6,-1.3,0,0.5
2013-04-03,Echinopora,Fol,24.76666667,2.6,3,Acropora,Br,30.63333333,27,19,5.9,1.6
2013-04-03,Millepora,Br,72.1,1.6,1,Acropora,Br,23.4,24,-7,0.4,-0.2
2013-04-03,Millepora,Br,72.1,1.6,2,Acropora,Br,4.566666667,1.1,-4.5,0.2,-0.2
2013-04-03,Millepora,Br,72.1,1.6,3,Acropora,Br,21.66666667,1.6,-1,-1.1,-0.7
2013-04-03,Millepora,Br,72.1,1.6,4,Porites,Ma,27.1,68,-39.7,8,0
2013-04-03,Millepora,Br,72.1,1.6,5,Acropora,Br,19.73333333,12.4,-39.7,-0.2,-0.7
2013-04-03,Millepora,Br,72.1,1.6,6,Acropora,Tab,58.66666667,54,-45,0,-0.7
2013-04-03,Millepora,Br,72.1,1.6,7,Acropora,Br,21.9,14.1,4.3,0.5,-0.3
2013-04-03,Millepora,Br,72.1,1.6,8,Pocillopora,Br,13.43333333,37.5,4.8,1.6,-0.3
2013-04-03,Millepora,Br,72.1,1.6,9,Acropora,Br,4.1,2.9,-9.3,0,-0.2
2013-04-03,Millepora,Br,72.1,1.6,10,Acropora,Br,23.06666667,4.9,3.4,-0.3,-0.3
2013-04-03,Palythoa,En,10.2,3.4,1,Palythoa,En,7.566666667,2.7,2,0.4,0
2013-04-03,Palythoa,En,10.2,3.4,2,Cliona,Ma,19.4,31,0.5,6.5,0
2013-04-03,Montipora,En,11.16666667,3.4,1,Acanthastrea,Ma,7.033333333,5.9,-4.5,0,-0.8
2013-04-03,Porites,Ma,8.033333333,3.3,1,Pocillopora,Br,4.833333333,3.7,-3,-0.9,-0.6
2013-04-03,Montipora,En,14.53333333,3,1,Porites,Ma,3.933333333,2.3,-8.3,0.8,0.2
2013-04-03,Montipora,En,14.53333333,3,2,Pavona,En,12.46666667,5.5,0,-1.2,-0.6
2013-04-03,Pocillopora,Br,4.5,3.1,1,Montipora,En,4.9,3.4,-0.7,0,0.4
2013-04-03,Pocillopora,Br,4.5,3.1,2,Favia,Ma,8.8,1.6,-1.4,0,0.5
2013-04-03,Montipora,Br,11.53333333,3,1,Porites,Br,6.433333333,5.2,0.9,0.4,2
2013-04-03,Pocillopora,Br,14.56666667,2.5,1,Acropora,Br,15.7,1.2,9.5,0,0.8
2013-04-03,Pocillopora,Br,14.56666667,2.5,2,Acropora,Br,18.33333333,2.7,7.1,-1,0.5
2013-04-03,Porites,Br,4.033333333,2.7,1,Montipora,En,3.066666667,1.7,-2.7,-0.5,-0.3
2013-04-03,Porites,Br,4.033333333,2.7,2,Porites,Ma,4.633333333,0.9,-2.5,0.3,0
2013-04-03,Montipora,En,12.46666667,3.1,1,Seriatopora,Br,10,1.9,-5.2,0,-0.3
2013-04-03,Montipora,En,12.46666667,3.1,2,Favia,Ma,2.733333333,3.4,-2,0.5,0.6
2013-04-03,Pocillopora,Br,14.5,3.1,1,Porites,Ma,12.46666667,3.1,-7.5,0,0.9
2013-04-03,Pocillopora,Br,14.5,3.1,2,Montipora,En,24.33333333,29,7.2,-1.2,0.7
2013-04-03,Montipora,En,7.966666667,3.2,1,Porites,S.Br,4.1,1.8,-1,0.7,0.2
2013-04-03,Acropora,Br,10.73333333,3,1,Galaxea,Ma,6.4,1,-1.3,0.5,0.7
2013-04-03,Montipora,En,11.2,3.5,1,Montipora,En,12.56666667,6.3,4,0.6,-0.4
2013-04-03,Pocillopora,S.Br,3.433333333,2.9,1,Acropora,Br,3.733333333,1.9,2.5,0,0.5
2013-05-14,Montipora,En,17.83333333,3,1,Porites,Br,12.56666667,6.5,-6.5,1.6,0.5
2013-05-14,Montipora,En,17.83333333,3,2,Porites,Br,31.1,8.9,2.6,1.5,0.4
2013-05-14,Acropora,Br,19.66666667,2.7,1,Montipora,Br,11.93333333,11.7,-1.8,0.6,0.3
2013-05-14,Acropora,Br,19.66666667,2.7,2,Porites,Br,11.83333333,3.2,-5.7,1,0.6
2013-05-14,Montipora,En,16.4,3.2,1,Echinopora,En,11.63333333,2.9,3.9,-1.3,-0.6
2013-05-14,Pocillopora,Br,7.133333333,3,1,Acropora,Br,2.866666667,3,-1.3,0,0.4
2013-05-14,Pocillopora,Br,2.166666667,3,1,Acropora,Br,4.866666667,0.5,5.2,0,0.5
2013-05-14,Montipora,En,27.03333333,3.2,1,Favia,Ma,8.066666667,6.8,-0.8,0,0.5
2013-05-14,Montipora,En,27.03333333,3.2,2,Favia,Ma,4.1,3.7,-4.7,0.6,0.7
2013-05-14,Montipora,En,27.03333333,3.2,3,Montipora,En,2.433333333,1.9,-6.5,0.6,0.3
2013-05-14,Acropora,Br,14.06666667,3,1,Sarcophyton,Tab,6.566666667,5.9,-2.7,0,-0.4
2013-05-14,Acropora,Br,14.06666667,3,2,Porites,Br,3.3,0.5,-4.1,0,-0.6
